,date,team1Name,team2Name,venue,referee,result,day,month,season,avgLast5Scores,avgLast5ScoresAgainst,avgLast5Bps,avgLast5BpsAgainst,avgLast5Tries,avgLast5Conversions,avgLast5Penalties,avgLast5DropGoals,avgLast5TriesAgainst,avgLast5ConversionsAgainst,avgLast5PenaltiesAgainst,avgLast5DropGoalsAgainst,targetCode,wonLastTeam1,wonLastTeam2
337,2015-12-05,Northampton,Bath,The Recreation Ground,Craig Maxwell-Keys,W,Sat,Dec,2015-16,17.6,12.8,0.8,0.0,1.2,1.0,3.2,0.0,0.8,0.8,2.2,0.2,1,1.0,0
338,2015-12-05,Wasps,Exeter,Ricoh Arena,Greg Garner,L,Sat,Dec,2015-16,21.8,15.4,0.4,0.2,2.0,1.4,3.0,0.0,1.2,0.8,2.6,0.0,0,1.0,1
340,2015-12-06,Newcastle,Saracens,Kingston Park,Andrew Small,L,Sun,Dec,2015-16,16.2,33.0,0.0,0.6,1.6,1.4,1.8,0.0,3.4,2.6,3.6,0.0,0,0.0,1
341,2015-12-06,Saracens,Newcastle,Kingston Park,Andrew Small,W,Sun,Dec,2015-16,28.4,11.2,0.4,0.4,2.8,2.4,3.2,0.0,0.8,0.6,2.0,0.0,1,1.0,1
345,2015-12-26,Sale,Exeter,Sandy Park,Dean Richards,L,Sat,Dec,2015-16,19.0,16.0,0.6,0.2,2.0,1.2,2.2,0.0,1.6,1.0,2.0,0.0,0,0.0,1
347,2015-12-26,Newcastle,Leicester,Welford Road,Tim Wigglesworth,L,Sat,Dec,2015-16,11.4,32.8,0.0,0.8,1.0,0.8,1.6,0.0,3.8,3.0,2.6,0.0,0,0.0,1
344,2015-12-26,Exeter,Sale,Sandy Park,Dean Richards,W,Sat,Dec,2015-16,33.0,14.4,0.6,0.4,4.2,3.0,2.0,0.0,1.6,0.8,1.6,0.0,1,1.0,0
343,2015-12-26,Northampton,London Irish,Madejski Stadium,Ian Tempest,L,Sat,Dec,2015-16,17.8,12.4,0.6,0.2,1.4,1.2,2.8,0.0,0.8,0.6,2.4,0.0,0,1.0,0
342,2015-12-26,London Irish,Northampton,Madejski Stadium,Ian Tempest,W,Sat,Dec,2015-16,12.2,35.6,0.0,0.8,1.6,1.2,0.6,0.0,4.6,3.6,1.8,0.0,1,0.0,1
346,2015-12-26,Leicester,Newcastle,Welford Road,Tim Wigglesworth,W,Sat,Dec,2015-16,20.4,17.0,0.2,0.2,1.8,1.2,3.0,0.0,1.2,1.0,3.0,0.0,1,1.0,0
350,2015-12-27,Bath,Worcester,The Recreation Ground,Thomas Foley,W,Sun,Dec,2015-16,20.8,20.4,0.6,0.0,2.2,1.6,2.2,0.0,1.6,1.4,3.2,0.0,1,0.0,0
348,2015-12-27,Wasps,Saracens,Ricoh Arena,JP Doyle,L,Sun,Dec,2015-16,23.0,18.4,0.2,0.4,2.2,1.8,2.8,0.0,2.0,1.2,2.0,0.0,0,0.0,1
349,2015-12-27,Saracens,Wasps,Ricoh Arena,JP Doyle,W,Sun,Dec,2015-16,27.8,11.2,0.4,0.4,2.6,2.0,3.6,0.0,0.8,0.6,2.0,0.0,1,1.0,0
353,2015-12-27,Gloucester,Harlequins,Twickenham Stadium,Wayne Barnes,D,Sun,Dec,2015-16,13.6,19.2,0.2,0.4,1.2,0.2,2.4,0.0,1.6,0.8,3.2,0.0,0,1.0,1
352,2015-12-27,Harlequins,Gloucester,Twickenham Stadium,Wayne Barnes,D,Sun,Dec,2015-16,27.2,19.4,0.8,0.2,2.6,2.0,3.4,0.0,1.8,1.6,2.4,0.0,0,1.0,1
355,2016-01-01,Exeter,Northampton,Franklin's Gardens,JP Doyle,L,Fri,Jan,2015-16,32.0,15.6,0.6,0.4,4.0,2.4,2.4,0.0,1.8,1.2,1.4,0.0,0,1.0,0
354,2016-01-01,Northampton,Exeter,Franklin's Gardens,JP Doyle,W,Fri,Jan,2015-16,14.0,14.2,0.6,0.2,1.0,0.6,2.6,0.0,1.2,0.8,2.2,0.0,1,0.0,1
361,2016-01-02,Leicester,Saracens,Allianz Park,Greg Garner,L,Sat,Jan,2015-16,20.4,15.2,0.2,0.0,2.2,1.4,2.2,0.0,1.2,1.0,2.4,0.0,0,1.0,1
363,2016-01-02,Wasps,Sale,AJ Bell Stadium,Luke Pearce,L,Sat,Jan,2015-16,23.0,21.8,0.2,0.2,2.2,1.8,2.8,0.0,2.4,1.6,2.2,0.0,0,0.0,0
359,2016-01-02,Bath,Newcastle,Kingston Park,Matthew Carley,L,Sat,Jan,2015-16,23.2,20.0,0.4,0.2,2.6,1.8,2.2,0.0,1.6,1.2,3.2,0.0,0,1.0,0
357,2016-01-02,London Irish,Gloucester,Kingsholm,Thomas Foley,L,Sat,Jan,2015-16,15.0,32.6,0.0,0.8,2.0,1.6,0.6,0.0,4.0,3.0,2.2,0.0,0,1.0,1
358,2016-01-02,Newcastle,Bath,Kingston Park,Matthew Carley,W,Sat,Jan,2015-16,10.2,28.8,0.0,0.6,1.0,0.8,1.2,0.0,3.4,2.6,2.2,0.0,1,0.0,0
362,2016-01-02,Sale,Wasps,AJ Bell Stadium,Luke Pearce,W,Sat,Jan,2015-16,17.0,20.0,0.4,0.4,1.6,1.2,2.2,0.0,2.4,1.0,2.0,0.0,1,0.0,0
356,2016-01-02,Gloucester,London Irish,Kingsholm,Thomas Foley,W,Sat,Jan,2015-16,18.4,23.6,0.2,0.6,2.2,1.0,1.8,0.0,2.4,1.6,2.8,0.0,1,0.0,1
360,2016-01-02,Saracens,Leicester,Allianz Park,Greg Garner,W,Sat,Jan,2015-16,29.6,11.4,0.4,0.2,2.8,2.4,3.6,0.0,1.0,0.8,1.6,0.0,1,1.0,1
365,2016-01-03,Harlequins,Worcester,Sixways,Andrew Small,W,Sun,Jan,2015-16,31.2,22.8,0.8,0.4,3.4,2.6,3.0,0.0,2.6,2.2,1.8,0.0,1,0.0,0
373,2016-01-09,Northampton,Leicester,Welford Road,Wayne Barnes,L,Sat,Jan,2015-16,13.0,10.8,0.4,0.4,1.0,0.4,2.4,0.0,0.8,0.4,2.0,0.0,0,1.0,0
372,2016-01-09,Leicester,Northampton,Welford Road,Wayne Barnes,W,Sat,Jan,2015-16,16.8,17.2,0.2,0.2,1.8,1.2,1.8,0.0,1.8,1.4,1.8,0.0,1,0.0,1
370,2016-01-09,Harlequins,Saracens,Twickenham Stoop,Craig Maxwell-Keys,W,Sat,Jan,2015-16,28.4,21.2,0.8,0.6,3.6,2.8,1.6,0.0,2.6,2.0,1.4,0.0,1,1.0,1
368,2016-01-09,Exeter,Gloucester,Sandy Park,Ian Tempest,W,Sat,Jan,2015-16,24.4,16.6,0.6,0.4,2.8,1.6,2.4,0.0,2.0,1.2,1.4,0.0,1,0.0,1
369,2016-01-09,Gloucester,Exeter,Sandy Park,Ian Tempest,L,Sat,Jan,2015-16,19.0,22.0,0.2,0.4,2.0,1.2,2.2,0.0,2.2,1.6,2.6,0.0,0,1.0,0
371,2016-01-09,Saracens,Harlequins,Twickenham Stoop,Craig Maxwell-Keys,L,Sat,Jan,2015-16,30.0,9.8,0.6,0.2,3.2,2.8,2.8,0.0,0.6,0.4,2.0,0.0,0,1.0,1
375,2016-01-10,Newcastle,London Irish,Madejski Stadium,JP Doyle,L,Sun,Jan,2015-16,13.4,23.4,0.0,0.6,1.2,1.0,1.8,0.0,2.4,1.8,2.6,0.0,0,1.0,0
376,2016-01-10,Wasps,Worcester,Ricoh Arena,Matthew Carley,W,Sun,Jan,2015-16,21.6,20.0,0.4,0.2,2.0,1.6,2.6,0.2,2.0,1.4,2.2,0.2,1,0.0,0
374,2016-01-10,London Irish,Newcastle,Madejski Stadium,JP Doyle,W,Sun,Jan,2015-16,15.0,33.2,0.0,0.8,2.0,1.6,0.6,0.0,4.0,3.0,2.4,0.0,1,0.0,1
379,2016-01-29,Wasps,Northampton,Franklin's Gardens,Thomas Foley,W,Fri,Jan,2015-16,23.4,23.8,0.6,0.2,2.4,1.8,2.4,0.2,2.2,1.6,3.0,0.2,1,1.0,0
378,2016-01-29,Northampton,Wasps,Franklin's Gardens,Thomas Foley,L,Fri,Jan,2015-16,17.2,14.4,0.4,0.4,1.6,1.0,2.4,0.0,1.4,1.0,1.8,0.0,0,0.0,0
380,2016-01-30,Sale,London Irish,AJ Bell Stadium,Greg Garner,W,Sat,Jan,2015-16,16.0,19.2,0.4,0.4,1.2,0.8,2.6,0.2,2.2,0.8,2.0,0.2,1,1.0,1
381,2016-01-30,London Irish,Sale,AJ Bell Stadium,Greg Garner,L,Sat,Jan,2015-16,16.2,27.2,0.0,0.8,2.0,1.6,1.0,0.0,3.2,2.0,2.4,0.0,0,1.0,1
385,2016-01-30,Bath,Saracens,Allianz Park,Dean Richards,L,Sat,Jan,2015-16,20.4,16.2,0.6,0.2,2.2,1.4,2.2,0.0,1.4,1.0,2.4,0.0,0,0.0,0
383,2016-01-30,Leicester,Gloucester,Kingsholm,JP Doyle,W,Sat,Jan,2015-16,21.6,18.8,0.2,0.4,2.4,1.8,2.0,0.0,2.2,1.8,1.4,0.0,1,1.0,0
384,2016-01-30,Saracens,Bath,Allianz Park,Dean Richards,W,Sat,Jan,2015-16,32.2,14.4,0.8,0.0,3.6,3.2,2.6,0.0,1.2,0.6,2.4,0.0,1,0.0,0
382,2016-01-30,Gloucester,Leicester,Kingsholm,JP Doyle,L,Sat,Jan,2015-16,20.4,21.2,0.2,0.4,2.2,1.4,2.2,0.0,2.4,1.6,2.0,0.0,0,0.0,1
387,2016-01-31,Harlequins,Newcastle,Kingston Park,Luke Pearce,L,Sun,Jan,2015-16,31.0,23.0,0.8,0.6,4.0,2.8,1.8,0.0,2.6,2.0,2.0,0.0,0,1.0,0
389,2016-01-31,Exeter,Worcester,Sixways,Craig Maxwell-Keys,W,Sun,Jan,2015-16,24.4,17.4,0.6,0.4,3.2,1.8,1.6,0.0,2.2,1.4,1.2,0.0,1,1.0,0
386,2016-01-31,Newcastle,Harlequins,Kingston Park,Luke Pearce,W,Sun,Jan,2015-16,12.4,21.8,0.2,0.4,1.2,0.8,1.6,0.0,2.0,1.4,3.0,0.0,1,0.0,1
390,2016-02-05,Bath,Gloucester,The Recreation Ground,Matthew Carley,L,Fri,Feb,2015-16,14.0,17.2,0.6,0.2,1.2,0.4,2.4,0.0,1.2,0.8,3.2,0.0,0,0.0,0
391,2016-02-05,Gloucester,Bath,The Recreation Ground,Matthew Carley,W,Fri,Feb,2015-16,23.4,22.0,0.4,0.4,2.6,1.6,2.4,0.0,3.0,2.0,1.0,0.0,1,0.0,0
392,2016-02-06,Harlequins,Northampton,Twickenham Stoop,Greg Garner,L,Sat,Feb,2015-16,29.8,23.0,0.6,0.6,3.8,3.0,1.6,0.0,2.6,2.0,2.0,0.0,0,0.0,0
393,2016-02-06,Northampton,Harlequins,Twickenham Stoop,Greg Garner,W,Sat,Feb,2015-16,16.4,18.6,0.4,0.4,1.8,1.0,1.8,0.0,2.0,1.6,1.8,0.0,1,0.0,0
394,2016-02-06,Wasps,Newcastle,Ricoh Arena,Craig Maxwell-Keys,W,Sat,Feb,2015-16,21.6,23.0,0.4,0.2,2.2,2.0,2.0,0.2,2.0,1.4,3.2,0.2,1,1.0,1
397,2016-02-06,Sale,Leicester,Welford Road,Tim Wigglesworth,W,Sat,Feb,2015-16,20.8,18.0,0.4,0.4,2.0,1.2,2.6,0.2,2.2,0.8,1.6,0.2,1,1.0,1
395,2016-02-06,Newcastle,Wasps,Ricoh Arena,Craig Maxwell-Keys,L,Sat,Feb,2015-16,14.6,22.6,0.2,0.6,1.2,1.0,2.2,0.0,2.6,1.8,2.0,0.0,0,1.0,1
396,2016-02-06,Leicester,Sale,Welford Road,Tim Wigglesworth,L,Sat,Feb,2015-16,21.2,20.2,0.2,0.6,2.6,2.0,1.4,0.0,2.4,2.0,1.4,0.0,0,1.0,1
399,2016-02-07,Saracens,Exeter,Sandy Park,Thomas Foley,W,Sun,Feb,2015-16,26.4,13.4,0.6,0.2,2.6,2.2,3.0,0.0,1.0,0.6,2.4,0.0,1,1.0,1
398,2016-02-07,Exeter,Saracens,Sandy Park,Thomas Foley,L,Sun,Feb,2015-16,25.2,15.4,0.8,0.0,3.6,1.8,1.2,0.0,1.4,1.2,2.0,0.0,0,1.0,1
400,2016-02-07,London Irish,Worcester,Madejski Stadium,Wayne Barnes,W,Sun,Feb,2015-16,15.2,28.2,0.0,0.8,1.8,1.6,1.0,0.0,3.6,2.4,1.8,0.0,1,0.0,0
403,2016-02-12,Leicester,Newcastle,Kingston Park,Greg Garner,L,Fri,Feb,2015-16,16.0,18.2,0.2,0.6,1.8,1.4,1.4,0.0,2.2,1.8,1.2,0.0,0,0.0,0
402,2016-02-12,Newcastle,Leicester,Kingston Park,Greg Garner,W,Fri,Feb,2015-16,15.6,16.8,0.4,0.4,1.4,1.0,2.2,0.0,1.8,1.2,1.8,0.0,1,0.0,0
406,2016-02-13,Gloucester,Harlequins,Kingsholm,Wayne Barnes,W,Sat,Feb,2015-16,21.8,20.4,0.4,0.4,2.0,1.4,3.0,0.0,2.8,2.0,0.8,0.0,1,1.0,0
409,2016-02-13,London Irish,Northampton,Franklin's Gardens,Tim Wigglesworth,L,Sat,Feb,2015-16,17.8,23.2,0.0,0.8,2.0,1.8,1.4,0.0,3.0,1.4,1.8,0.0,0,1.0,1
411,2016-02-13,Bath,Worcester,Sixways,JP Doyle,W,Sat,Feb,2015-16,14.0,16.0,0.8,0.2,1.2,0.4,2.4,0.0,0.8,0.6,3.6,0.0,1,0.0,0
408,2016-02-13,Northampton,London Irish,Franklin's Gardens,Tim Wigglesworth,W,Sat,Feb,2015-16,19.2,21.0,0.4,0.4,2.2,1.4,1.8,0.0,2.2,2.0,2.0,0.0,1,1.0,0
404,2016-02-13,Sale,Exeter,AJ Bell Stadium,Andrew Small,W,Sat,Feb,2015-16,19.8,15.6,0.4,0.6,2.2,1.4,1.8,0.2,1.8,0.6,1.6,0.2,1,1.0,0
405,2016-02-13,Exeter,Sale,AJ Bell Stadium,Andrew Small,L,Sat,Feb,2015-16,19.2,12.8,0.8,0.0,2.6,1.0,1.4,0.0,1.0,0.6,2.2,0.0,0,0.0,1
407,2016-02-13,Harlequins,Gloucester,Kingsholm,Wayne Barnes,L,Sat,Feb,2015-16,26.8,27.0,0.6,0.6,3.2,2.4,2.0,0.0,3.0,2.4,2.4,0.0,0,0.0,1
413,2016-02-14,Wasps,Saracens,Allianz Park,Ian Tempest,W,Sun,Feb,2015-16,18.0,16.4,0.4,0.2,1.6,1.4,2.2,0.2,1.0,0.6,3.2,0.2,1,1.0,1
412,2016-02-14,Saracens,Wasps,Allianz Park,Ian Tempest,L,Sun,Feb,2015-16,21.6,15.0,0.4,0.4,2.0,1.6,2.8,0.0,1.2,0.6,2.6,0.0,0,1.0,1
414,2016-02-19,Harlequins,Leicester,Twickenham Stoop,JP Doyle,W,Fri,Feb,2015-16,20.2,24.8,0.4,0.4,2.2,1.6,2.0,0.0,2.6,2.0,2.6,0.0,1,0.0,0
415,2016-02-19,Leicester,Harlequins,Twickenham Stoop,JP Doyle,L,Fri,Feb,2015-16,14.4,21.4,0.2,0.6,1.4,1.0,1.8,0.0,2.4,2.0,1.8,0.0,0,0.0,0
419,2016-02-20,Sale,Worcester,Sixways,Greg Garner,L,Sat,Feb,2015-16,20.6,14.4,0.2,0.8,2.4,1.6,1.6,0.2,1.6,0.8,1.4,0.2,0,1.0,0
417,2016-02-20,Gloucester,Saracens,Allianz Park,Craig Maxwell-Keys,L,Sat,Feb,2015-16,19.6,13.8,0.2,0.2,1.6,1.0,3.2,0.0,1.8,1.2,0.8,0.0,0,1.0,0
421,2016-02-20,Wasps,Bath,The Recreation Ground,Thomas Foley,W,Sat,Feb,2015-16,27.6,15.8,0.6,0.2,3.0,2.4,2.4,0.2,1.0,0.6,3.0,0.2,1,1.0,0
420,2016-02-20,Bath,Wasps,The Recreation Ground,Thomas Foley,L,Sat,Feb,2015-16,15.0,16.2,0.6,0.4,1.2,0.6,2.6,0.0,1.0,0.8,3.2,0.0,0,1.0,1
416,2016-02-20,Saracens,Gloucester,Allianz Park,Craig Maxwell-Keys,W,Sat,Feb,2015-16,21.0,24.6,0.4,0.6,2.0,1.6,2.6,0.0,2.6,1.6,2.8,0.0,1,0.0,1
422,2016-02-21,London Irish,Exeter,Madejski Stadium,Dean Richards,L,Sun,Feb,2015-16,14.2,25.6,0.0,0.8,1.6,1.6,1.0,0.0,3.4,2.2,1.4,0.0,0,0.0,0
425,2016-02-21,Northampton,Newcastle,Kingston Park,Wayne Barnes,L,Sun,Feb,2015-16,21.6,17.4,0.4,0.4,2.6,2.2,1.4,0.0,1.8,1.8,1.6,0.0,0,1.0,1
424,2016-02-21,Newcastle,Northampton,Kingston Park,Wayne Barnes,W,Sun,Feb,2015-16,18.8,15.2,0.4,0.4,1.6,1.2,2.8,0.0,1.4,0.8,2.2,0.0,1,1.0,1
423,2016-02-21,Exeter,London Irish,Madejski Stadium,Dean Richards,W,Sun,Feb,2015-16,16.0,14.0,0.8,0.0,2.0,1.2,1.2,0.0,1.2,0.4,2.4,0.0,1,0.0,0
431,2016-02-27,Newcastle,Gloucester,Kingsholm,Dean Richards,L,Sat,Feb,2015-16,20.2,17.4,0.4,0.4,1.8,1.4,2.8,0.0,1.8,1.2,2.0,0.0,0,1.0,0
426,2016-02-27,Sale,Saracens,AJ Bell Stadium,Tim Wigglesworth,D,Sat,Feb,2015-16,21.8,14.0,0.4,0.6,2.8,1.2,1.6,0.2,1.2,1.0,1.8,0.2,0,0.0,1
428,2016-02-27,Northampton,Worcester,Franklin's Gardens,Matthew Carley,W,Sat,Feb,2015-16,25.0,22.0,0.6,0.2,3.0,2.6,1.6,0.0,2.2,2.2,2.2,0.0,1,0.0,1
427,2016-02-27,Saracens,Sale,AJ Bell Stadium,Tim Wigglesworth,D,Sat,Feb,2015-16,20.8,25.8,0.2,0.6,1.4,1.2,3.8,0.0,2.6,1.6,3.2,0.0,0,1.0,1
430,2016-02-27,Gloucester,Newcastle,Kingsholm,Dean Richards,W,Sat,Feb,2015-16,16.6,16.0,0.2,0.2,1.2,0.8,3.0,0.0,1.6,1.0,2.0,0.0,1,0.0,1
435,2016-02-28,London Irish,Leicester,Welford Road,Ian Tempest,L,Sun,Feb,2015-16,14.4,24.6,0.2,0.8,1.6,1.4,1.2,0.0,3.2,2.2,1.4,0.0,0,0.0,0
432,2016-02-28,Exeter,Bath,Sandy Park,Greg Garner,W,Sun,Feb,2015-16,19.8,15.4,0.6,0.2,2.2,1.4,2.0,0.0,1.4,0.6,2.4,0.0,1,1.0,0
433,2016-02-28,Bath,Exeter,Sandy Park,Greg Garner,L,Sun,Feb,2015-16,14.4,18.2,0.8,0.2,1.2,0.6,2.4,0.0,1.4,0.8,3.2,0.0,0,0.0,1
434,2016-02-28,Leicester,London Irish,Welford Road,Ian Tempest,W,Sun,Feb,2015-16,17.0,21.2,0.4,0.4,1.6,1.2,2.2,0.0,1.8,1.6,3.0,0.0,1,0.0,0
437,2016-02-28,Harlequins,Wasps,Ricoh Arena,Craig Maxwell-Keys,L,Sun,Feb,2015-16,20.4,24.6,0.4,0.4,1.8,1.2,3.0,0.0,2.2,2.0,3.2,0.0,0,1.0,1
436,2016-02-28,Wasps,Harlequins,Ricoh Arena,Craig Maxwell-Keys,W,Sun,Feb,2015-16,30.6,16.4,0.4,0.4,3.6,2.4,2.6,0.0,1.4,0.8,2.6,0.0,1,1.0,1
438,2016-03-04,Newcastle,Worcester,Kingston Park,Wayne Barnes,L,Fri,Mar,2015-16,18.4,19.8,0.2,0.6,1.4,1.2,3.0,0.0,2.2,1.4,2.0,0.0,0,0.0,0
446,2016-03-05,Saracens,Northampton,Allianz Park,Thomas Foley,L,Sat,Mar,2015-16,23.4,27.2,0.2,0.8,2.0,1.6,3.4,0.0,3.0,1.6,3.0,0.0,0,0.0,0
447,2016-03-05,Northampton,Saracens,Allianz Park,Thomas Foley,W,Sat,Mar,2015-16,27.2,19.6,0.6,0.2,3.6,2.8,1.2,0.0,2.0,1.8,2.0,0.0,1,1.0,1
442,2016-03-05,Gloucester,Wasps,Kingsholm,Luke Pearce,W,Sat,Mar,2015-16,21.0,13.4,0.4,0.2,1.8,1.2,3.2,0.0,1.0,0.6,2.4,0.0,1,1.0,1
445,2016-03-05,London Irish,Bath,The Recreation Ground,JP Doyle,L,Sat,Mar,2015-16,14.4,31.0,0.2,0.8,1.8,1.2,1.0,0.0,4.2,3.2,1.2,0.0,0,0.0,0
443,2016-03-05,Wasps,Gloucester,Kingsholm,Luke Pearce,L,Sat,Mar,2015-16,32.6,14.0,0.4,0.4,4.0,3.0,2.2,0.0,1.6,0.6,1.6,0.0,0,1.0,1
440,2016-03-05,Sale,Harlequins,AJ Bell Stadium,Ian Tempest,W,Sat,Mar,2015-16,26.0,19.4,0.6,0.6,3.8,1.4,1.4,0.0,2.2,1.8,1.6,0.0,1,0.0,0
444,2016-03-05,Bath,London Irish,The Recreation Ground,JP Doyle,W,Sat,Mar,2015-16,15.0,19.6,0.6,0.2,1.4,1.0,2.0,0.0,1.6,1.0,3.2,0.0,1,0.0,0
441,2016-03-05,Harlequins,Sale,AJ Bell Stadium,Ian Tempest,L,Sat,Mar,2015-16,16.6,28.4,0.4,0.4,1.6,1.0,2.2,0.0,3.0,2.8,2.6,0.0,0,0.0,1
449,2016-03-06,Exeter,Leicester,Welford Road,Matthew Carley,L,Sun,Mar,2015-16,21.2,16.8,0.6,0.2,2.0,1.4,2.8,0.0,1.6,0.8,2.4,0.0,0,1.0,1
448,2016-03-06,Leicester,Exeter,Welford Road,Matthew Carley,W,Sun,Mar,2015-16,20.4,19.8,0.6,0.2,2.4,1.8,1.6,0.0,1.8,1.2,2.8,0.0,1,1.0,1
450,2016-03-11,Harlequins,Bath,Twickenham Stoop,Dean Richards,W,Fri,Mar,2015-16,17.4,29.0,0.4,0.4,1.4,1.0,2.8,0.0,3.0,2.8,2.8,0.0,1,0.0,1
451,2016-03-11,Bath,Harlequins,Twickenham Stoop,Dean Richards,L,Fri,Mar,2015-16,17.4,19.2,0.6,0.2,2.0,1.0,1.8,0.0,1.6,0.8,3.2,0.0,0,1.0,0
459,2016-03-12,Newcastle,Exeter,Sandy Park,Craig Maxwell-Keys,L,Sat,Mar,2015-16,16.0,19.0,0.4,0.4,1.2,0.8,2.8,0.0,2.0,1.2,2.2,0.0,0,0.0,0
461,2016-03-12,Saracens,London Irish,Red Bull Arena,Luke Pearce,W,Sat,Mar,2015-16,22.6,28.6,0.4,0.6,1.8,1.4,3.6,0.0,3.2,1.8,3.0,0.0,1,0.0,0
457,2016-03-12,Gloucester,Worcester,Sixways,Ian Tempest,L,Sat,Mar,2015-16,20.0,11.6,0.2,0.4,1.6,1.2,3.2,0.0,0.6,0.4,2.6,0.0,0,1.0,1
458,2016-03-12,Exeter,Newcastle,Sandy Park,Craig Maxwell-Keys,W,Sat,Mar,2015-16,20.6,20.0,0.6,0.4,1.8,1.6,2.8,0.0,2.4,1.6,1.6,0.0,1,0.0,0
460,2016-03-12,London Irish,Saracens,Red Bull Arena,Luke Pearce,L,Sat,Mar,2015-16,15.8,28.4,0.2,0.8,1.8,1.0,1.6,0.0,3.8,2.6,1.4,0.0,0,0.0,0
453,2016-03-12,Leicester,Wasps,Ricoh Arena,Greg Garner,L,Sat,Mar,2015-16,22.8,21.6,0.8,0.2,2.6,2.2,1.8,0.0,2.0,1.6,2.8,0.0,0,1.0,0
455,2016-03-12,Sale,Northampton,Franklin's Gardens,JP Doyle,L,Sat,Mar,2015-16,24.2,22.0,0.4,0.8,3.0,1.0,2.4,0.0,2.4,2.0,2.0,0.0,0,1.0,1
454,2016-03-12,Northampton,Sale,Franklin's Gardens,JP Doyle,W,Sat,Mar,2015-16,29.0,17.8,0.6,0.4,3.8,3.2,1.2,0.0,1.4,1.2,2.8,0.0,1,1.0,1
452,2016-03-12,Wasps,Leicester,Ricoh Arena,Greg Garner,W,Sat,Mar,2015-16,29.8,14.4,0.6,0.4,3.6,2.6,2.2,0.0,1.6,0.8,1.6,0.0,1,0.0,1
463,2016-03-18,Newcastle,Bath,The Recreation Ground,Tim Wigglesworth,L,Fri,Mar,2015-16,17.8,23.6,0.2,0.6,1.4,1.2,2.8,0.0,2.8,1.8,2.0,0.0,0,0.0,0
462,2016-03-18,Bath,Newcastle,The Recreation Ground,Tim Wigglesworth,W,Fri,Mar,2015-16,20.8,23.2,0.6,0.4,2.4,1.4,2.0,0.0,2.4,1.4,2.8,0.0,1,0.0,0
465,2016-03-19,Worcester,Harlequins,Twickenham Stoop,Craig Maxwell-Keys,W,Sat,Mar,2015-16,21.2,22.2,0.2,0.6,2.4,1.6,2.0,0.0,2.8,1.4,1.8,0.0,1,1.0,1
464,2016-03-19,Harlequins,Worcester,Twickenham Stoop,Craig Maxwell-Keys,L,Sat,Mar,2015-16,19.8,29.2,0.4,0.6,1.8,1.2,2.8,0.0,3.0,2.6,3.0,0.0,0,1.0,1
468,2016-03-20,Wasps,Sale,Ricoh Arena,Dean Richards,W,Sun,Mar,2015-16,35.2,17.6,0.8,0.2,4.6,3.4,1.8,0.0,2.0,1.4,1.6,0.0,1,1.0,0
469,2016-03-20,Sale,Wasps,Ricoh Arena,Dean Richards,L,Sun,Mar,2015-16,24.4,26.6,0.4,0.8,3.0,0.8,2.6,0.0,3.2,2.6,1.8,0.0,0,0.0,1
467,2016-03-20,Northampton,Exeter,Sandy Park,Greg Garner,L,Sun,Mar,2015-16,28.8,15.4,0.8,0.2,4.0,3.2,0.8,0.0,1.2,0.8,2.6,0.0,0,1.0,1
473,2016-03-20,Saracens,Leicester,Welford Road,JP Doyle,L,Sun,Mar,2015-16,25.0,29.6,0.4,0.4,2.0,1.8,3.8,0.0,3.2,2.0,3.2,0.0,0,1.0,0
472,2016-03-20,Leicester,Saracens,Welford Road,JP Doyle,W,Sun,Mar,2015-16,27.0,26.8,0.6,0.4,3.2,2.8,1.8,0.0,2.8,2.2,2.8,0.0,1,0.0,1
466,2016-03-20,Exeter,Northampton,Sandy Park,Greg Garner,W,Sun,Mar,2015-16,24.8,20.6,0.6,0.4,2.4,2.2,2.8,0.0,2.6,2.0,1.2,0.0,1,1.0,1
470,2016-03-20,London Irish,Gloucester,Madejski Stadium,Matthew Carley,W,Sun,Mar,2015-16,15.0,31.0,0.2,0.6,1.6,0.8,1.8,0.0,3.8,3.0,2.0,0.0,1,0.0,1
471,2016-03-20,Gloucester,London Irish,Madejski Stadium,Matthew Carley,L,Sun,Mar,2015-16,21.0,15.0,0.2,0.2,2.0,1.6,2.6,0.0,1.0,0.8,2.8,0.0,0,0.0,0
479,2016-03-26,London Irish,Worcester,Sixways,Greg Garner,L,Sat,Mar,2015-16,18.2,27.6,0.2,0.6,1.8,1.0,2.4,0.0,3.2,2.2,2.4,0.0,0,1.0,1
478,2016-03-26,Worcester,London Irish,Sixways,Greg Garner,W,Sat,Mar,2015-16,22.6,22.0,0.0,0.8,2.4,1.4,2.6,0.0,2.6,1.2,2.2,0.0,1,1.0,1
476,2016-03-26,Gloucester,Bath,Kingsholm,Wayne Barnes,L,Sat,Mar,2015-16,19.0,18.4,0.4,0.2,1.8,1.4,2.4,0.0,1.4,1.2,3.0,0.0,0,0.0,1
474,2016-03-26,Saracens,Exeter,Allianz Park,Matthew Carley,W,Sat,Mar,2015-16,23.0,21.0,0.4,0.2,1.8,1.6,3.6,0.0,2.0,1.0,2.8,0.2,1,0.0,1
475,2016-03-26,Exeter,Saracens,Allianz Park,Matthew Carley,L,Sat,Mar,2015-16,25.4,18.4,0.4,0.4,2.2,1.8,3.6,0.0,2.4,2.0,0.8,0.0,0,1.0,0
